Unnamed: 0_level_0,Unnamed: 1_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Fumbles,Fumbles
Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,Att,Yds,TD,Lng,Tgt,Rec,Yds,TD,Lng,Fmb,FL
Jalen Hurts,PHI,18,30,158,1,0,6,44,27,85.1,8,20,1,7,0,0,0,0,0,2,1
Saquon Barkley,PHI,0,0,0,0,0,0,0,0,,10,84,0,59,4,2,32,0,27,0,0
Kenneth Gainwell,PHI,0,0,0,0,0,0,0,0,,2,9,0,9,1,0,0,0,0,0,0
Dallas Goedert,PHI,0,0,0,0,0,0,0,0,,0,0,0,0,8,7,62,0,18,0,0
Grant Calcaterra,PHI,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,26,0,26,0,0
Parris Campbell,PHI,0,0,0,0,0,0,0,0,,0,0,0,0,4,4,17,1,7,0,0
Jahan Dotson,PHI,0,0,0,0,0,0,0,0,,0,0,0,0,4,2,11,0,7,0,0
John Ross,PHI,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,6,0,6,0,0
Jack Stoll,PHI,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,4,0,4,0,0
Johnny Wilson,PHI,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,0,0,0
,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Fumbles,Fumbles
Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds,Lng,Rate,Att,Yds,TD,Lng,Tgt,Rec,Yds,TD,Lng,Fmb,FL
Baker Mayfield,TAM,30,47,347,2,0,2,13,30,100.2,4,10,1,10,0,0,0,0,0,1,0
Rachaad White,TAM,0,0,0,0,0,0,0,0,,10,49,0,17,3,2,35,0,22,0,0
Bucky Irving,TAM,0,0,0,0,0,0,0,0,,10,49,1,15,2,1,6,0,6,0,0
Sean Tucker,TAM,0,0,0,0,0,0,0,0,,1,3,0,3,1,1,14,0,14,0,0
Mike Evans,TAM,0,0,0,0,0,0,0,0,,0,0,0,0,14,8,94,1,21,0,0
Chris Godwin,TAM,0,0,0,0,0,0,0,0,,0,0,0,0,9,6,69,0,28,0,0
Cade Otton,TAM,0,0,0,0,0,0,0,0,,0,0,0,0,9,6,52,0,16,0,0
Sterling Shepard,TAM,0,0,0,0,0,0,0,0,,0,0,0,0,5,3,51,0,30,0,0
Trey Palmer,TAM,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,26,1,15,0,0
Kameron Johnson,TAM,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0
