Unnamed: 0_level_0,Unnamed: 1_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Fumbles,Fumbles
Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,Att,Yds,TD,Lng,Tgt,Rec,Yds,TD,Lng,Fmb,FL
Justin Herbert,LAC,12,18,125,1,0,2,16,27,105.1,1,0,0,0,0,0,0,0,0,1,0
Taylor Heinicke,LAC,2,2,24,0,0,3,28,18,116.7,0,0,0,0,0,0,0,0,0,0,0
J.K. Dobbins,LAC,0,0,0,0,0,0,0,0,,15,44,0,13,3,3,10,0,6,0,0
Gus Edwards,LAC,0,0,0,0,0,0,0,0,,3,9,0,6,0,0,0,0,0,0,0
Derius Davis,LAC,0,0,0,0,0,0,0,0,,1,8,0,8,0,0,0,0,0,0,0
Quentin Johnston,LAC,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,44,1,27,0,0
Ladd McConkey,LAC,0,0,0,0,0,0,0,0,,0,0,0,0,6,3,44,0,18,0,0
Will Dissly,LAC,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,19,0,7,0,0
Simi Fehoko,LAC,0,0,0,0,0,0,0,0,,0,0,0,0,3,1,17,0,17,0,0
Hayden Hurst,LAC,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,15,0,8,0,0
,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Fumbles,Fumbles
Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds,Lng,Rate,Att,Yds,TD,Lng,Tgt,Rec,Yds,TD,Lng,Fmb,FL
Justin Fields,PIT,25,32,245,1,1,2,13,55,96.0,6,6,1,5,0,0,0,0,0,0,0
Najee Harris,PIT,0,0,0,0,0,0,0,0,,18,70,0,21,5,5,16,0,8,0,0
Cordarrelle Patterson,PIT,0,0,0,0,0,0,0,0,,4,33,0,14,5,3,15,0,6,0,0
Jaylen Warren,PIT,0,0,0,0,0,0,0,0,,3,5,0,3,1,1,-4,0,-4,0,0
Calvin Austin III,PIT,0,0,0,0,0,0,0,0,,0,0,0,0,5,4,95,1,55,0,0
George Pickens,PIT,0,0,0,0,0,0,0,0,,0,0,0,0,7,5,57,0,27,0,0
Pat Freiermuth,PIT,0,0,0,0,0,0,0,0,,0,0,0,0,5,4,33,0,15,0,0
Scott Miller,PIT,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,31,0,20,0,0
Connor Heyward,PIT,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,2,0,2,0,0
