Unnamed: 0_level_0,Unnamed: 1_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Fumbles,Fumbles
Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,Att,Yds,TD,Lng,Tgt,Rec,Yds,TD,Lng,Fmb,FL
Justin Herbert,LAC,18,27,282,2,0,6,36,66,125.8,3,2,0,4,0,0,0,0,0,0,0
J.K. Dobbins,LAC,0,0,0,0,0,0,0,0,,14,85,2,34,2,2,20,0,10,0,0
Kimani Vidal,LAC,0,0,0,0,0,0,0,0,,5,7,0,7,0,0,0,0,0,0,0
Quentin Johnston,LAC,0,0,0,0,0,0,0,0,,1,2,0,2,5,4,118,1,66,0,0
Ladd McConkey,LAC,0,0,0,0,0,0,0,0,,0,0,0,0,7,5,64,0,20,0,0
Josh Palmer,LAC,0,0,0,0,0,0,0,0,,0,0,0,0,4,2,63,1,28,0,0
Will Dissly,LAC,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,9,0,8,0,0
Hayden Hurst,LAC,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,6,0,6,0,0
Eric Tomlinson,LAC,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,2,0,2,0,0
Simi Fehoko,LAC,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0
Jalen Reagor,LAC,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,0,0,0,0,0
,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Fumbles,Fumbles
Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds,Lng,Rate,Att,Yds,TD,Lng,Tgt,Rec,Yds,TD,Lng,Fmb,FL
Jameis Winston,CLE,26,46,235,1,3,6,22,21,50.5,5,27,0,13,0,0,0,0,0,1,0
Nick Chubb,CLE,0,0,0,0,0,0,0,0,,15,39,0,11,1,1,-4,0,-4,0,0
Pierre Strong,CLE,0,0,0,0,0,0,0,0,,2,8,0,7,0,0,0,0,0,0,0
Jerome Ford,CLE,0,0,0,0,0,0,0,0,,2,5,0,6,3,1,2,0,2,0,0
Cedric Tillman,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,11,6,75,1,17,0,0
Jerry Jeudy,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,11,7,73,0,13,0,0
Jordan Akins,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,4,3,32,0,21,0,0
David Njoku,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,7,5,29,0,11,0,0
Elijah Moore,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,9,3,28,0,17,0,0
